"semestre","carrera","promedio","edad","peso","estatura","genero"
3,"INDUSTRIAL",81.92,22,100,193,"M"
4,"INDUSTRIAL",84.08,24,95,180,"M"
2,"INDUSTRIAL",90.83,23,67,170,"M"
9,"INDUSTRIAL",85.21,16,87,173,"M"
2,"INDUSTRIAL",88.83,16,81,170,"M"
9,"INDUSTRIAL",82.18,22,66,179,"F"
6,"INDUSTRIAL",90.1,19,56,187,"M"
7,"INDUSTRIAL",88.5,22,70,177,"F"
2,"INDUSTRIAL",89.17,17,79,180,"F"
2,"INDUSTRIAL",88.8,19,80,184,"F"
2,"INDUSTRIAL",88.83,21,86,170,"F"
2,"INDUSTRIAL",92.83,19,78,179,"F"
7,"INDUSTRIAL",83.31,21,82,183,"F"
8,"INDUSTRIAL",84.56,18,70,164,"M"
5,"INDUSTRIAL",90.5,25,63,188,"M"
9,"INDUSTRIAL",80.35,21,70,167,"F"
3,"INDUSTRIAL",85.25,21,79,175,"F"
4,"INDUSTRIAL",95.42,21,83,179,"F"
8,"INDUSTRIAL",85.63,22,77,180,"M"
3,"INDUSTRIAL",91.08,20,71,172,"M"
8,"INDUSTRIAL",91.36,20,81,191,"M"
5,"INDUSTRIAL",80.27,20,75,157,"M"
7,"INDUSTRIAL",84.11,18,73,184,"M"
4,"INDUSTRIAL",86.38,21,82,173,"F"
7,"INDUSTRIAL",86.95,21,57,175,"M"
3,"INDUSTRIAL",80.09,20,77,195,"M"
9,"INDUSTRIAL",82.51,21,83,157,"M"
6,"INDUSTRIAL",95.44,22,72,169,"F"
4,"INDUSTRIAL",87.78,21,75,176,"M"
8,"INDUSTRIAL",90.02,21,59,165,"F"
2,"INDUSTRIAL",87.17,18,56,168,"F"
6,"INDUSTRIAL",84,19,68,162,"F"
8,"INDUSTRIAL",86.79,20,74,174,"M"
7,"INDUSTRIAL",76.91,20,81,173,"M"
3,"INDUSTRIAL",85.33,23,83,187,"F"
5,"INDUSTRIAL",80,21,70,160,"F"
6,"INDUSTRIAL",81.72,20,77,153,"F"
6,"INDUSTRIAL",84.11,21,73,176,"M"
8,"INDUSTRIAL",83.86,19,72,167,"F"
9,"INDUSTRIAL",82.06,23,72,160,"M"
9,"INDUSTRIAL",81.96,23,79,178,"M"
2,"INDUSTRIAL",89.67,20,85,174,"F"
7,"INDUSTRIAL",81.32,19,87,180,"F"
6,"INDUSTRIAL",86.74,21,85,161,"M"
5,"INDUSTRIAL",79.19,20,85,179,"M"
5,"INDUSTRIAL",84.04,22,66,178,"M"
7,"INDUSTRIAL",86.09,19,89,163,"M"
5,"INDUSTRIAL",79.14,19,68,190,"M"
4,"INDUSTRIAL",81.16,23,69,170,"M"
9,"INDUSTRIAL",85.17,18,72,178,"F"
9,"INDUSTRIAL",84.67,20,93,171,"F"
7,"INDUSTRIAL",85,20,92,159,"M"
5,"INDUSTRIAL",83.5,21,64,158,"F"
3,"INDUSTRIAL",84.43,22,92,186,"F"
9,"INDUSTRIAL",82.17,21,51,177,"M"
5,"INDUSTRIAL",84,19,80,177,"M"
5,"INDUSTRIAL",78.46,19,61,174,"M"
7,"INDUSTRIAL",81.47,20,83,170,"M"
2,"INDUSTRIAL",92.83,20,60,174,"F"
9,"INDUSTRIAL",90.92,22,99,174,"F"
4,"INDUSTRIAL",87.89,21,73,164,"F"
9,"INDUSTRIAL",86.77,22,73,153,"M"
7,"INDUSTRIAL",80,21,88,178,"M"
2,"INDUSTRIAL",83.33,23,64,173,"F"
2,"INDUSTRIAL",90.17,23,90,159,"M"
3,"INDUSTRIAL",89.08,23,70,176,"M"
3,"INDUSTRIAL",89,22,87,155,"M"
7,"INDUSTRIAL",89.03,20,93,181,"M"
5,"INDUSTRIAL",81,21,71,178,"M"
4,"INDUSTRIAL",79.17,23,65,179,"M"
6,"INDUSTRIAL",96.06,24,76,184,"M"
6,"INDUSTRIAL",90.59,20,79,154,"F"
9,"INDUSTRIAL",81.72,21,66,162,"F"
3,"INDUSTRIAL",84.82,18,76,180,"F"
3,"INDUSTRIAL",81.8,22,90,165,"F"
5,"INDUSTRIAL",84.2,22,85,177,"F"
8,"INDUSTRIAL",86.87,21,68,181,"F"
6,"INDUSTRIAL",88.69,23,73,173,"M"
5,"INDUSTRIAL",88.04,18,70,174,"F"
6,"INDUSTRIAL",87.83,17,67,180,"F"
5,"INDUSTRIAL",81.06,22,88,163,"F"
9,"INDUSTRIAL",85.86,20,76,173,"M"
3,"INDUSTRIAL",86.62,19,83,162,"M"
2,"INDUSTRIAL",96.83,22,96,186,"M"
6,"INDUSTRIAL",82.73,22,106,201,"M"
4,"INDUSTRIAL",93,23,63,172,"F"
4,"INDUSTRIAL",81.56,17,67,166,"M"
7,"INDUSTRIAL",83.41,25,86,165,"M"
5,"INDUSTRIAL",79.31,20,78,188,"M"
4,"INDUSTRIAL",87.41,21,76,201,"F"
9,"INDUSTRIAL",85.75,18,55,171,"F"
2,"INDUSTRIAL",95.33,20,91,162,"F"
7,"INDUSTRIAL",79.72,21,83,180,"M"
8,"INDUSTRIAL",84.49,17,83,174,"F"
6,"INDUSTRIAL",89.06,23,72,188,"F"
5,"INDUSTRIAL",87.21,23,83,184,"M"
2,"INDUSTRIAL",94.67,22,60,178,"M"
8,"INDUSTRIAL",80.21,18,82,157,"M"
2,"INDUSTRIAL",90.5,18,83,169,"M"
3,"INDUSTRIAL",79.45,22,75,179,"M"
4,"INDUSTRIAL",88.89,22,69,165,"F"
2,"INDUSTRIAL",89.67,21,79,160,"M"
2,"INDUSTRIAL",93.5,20,69,194,"M"
4,"INDUSTRIAL",90.4,19,65,176,"F"
5,"INDUSTRIAL",90.56,24,74,165,"F"
2,"INDUSTRIAL",94.17,25,78,182,"F"
5,"INDUSTRIAL",83.19,20,81,181,"F"
7,"INDUSTRIAL",84.13,23,79,171,"M"
5,"INDUSTRIAL",87.76,22,75,194,"M"
6,"INDUSTRIAL",91.44,21,90,169,"F"
8,"INDUSTRIAL",88.78,16,74,188,"F"
6,"INDUSTRIAL",86.37,22,82,177,"M"
6,"INDUSTRIAL",80.2,22,84,184,"F"
4,"INDUSTRIAL",99.11,19,74,155,"M"
5,"INDUSTRIAL",88.92,23,84,167,"M"
3,"INDUSTRIAL",85.46,18,76,167,"F"
3,"INDUSTRIAL",88.75,22,59,166,"F"
4,"INDUSTRIAL",89.72,20,55,181,"M"
10,"INDUSTRIAL",84.54,23,73,167,"F"
2,"INDUSTRIAL",87.83,21,90,192,"F"
8,"INDUSTRIAL",87.54,22,72,174,"M"
2,"INDUSTRIAL",94.83,21,82,196,"M"
8,"INDUSTRIAL",88.8,21,74,180,"F"
6,"INDUSTRIAL",84.41,21,69,174,"M"
9,"INDUSTRIAL",87.71,17,77,167,"F"
9,"INDUSTRIAL",87.78,19,54,183,"F"
7,"INDUSTRIAL",78.12,17,67,151,"F"
2,"INDUSTRIAL",86.83,17,79,202,"F"
4,"INDUSTRIAL",82.63,22,66,188,"F"
8,"INDUSTRIAL",91.36,19,87,171,"F"
2,"INDUSTRIAL",85.14,21,73,180,"M"
2,"INDUSTRIAL",92,19,62,186,"F"
3,"INDUSTRIAL",87.17,19,75,173,"M"
5,"INDUSTRIAL",81.78,19,76,168,"F"
8,"INDUSTRIAL",88.79,22,67,157,"F"
6,"INDUSTRIAL",90.75,18,80,170,"M"
6,"INDUSTRIAL",85.35,24,69,179,"F"
8,"INDUSTRIAL",82.74,23,85,178,"F"
6,"INDUSTRIAL",87.58,20,86,183,"M"
2,"INDUSTRIAL",88.17,22,81,153,"M"
2,"INDUSTRIAL",88.5,18,84,175,"F"
7,"INDUSTRIAL",86.65,21,75,167,"M"
8,"INDUSTRIAL",92.08,24,86,171,"F"
2,"INDUSTRIAL",87,23,73,185,"M"
4,"INDUSTRIAL",95.84,23,61,172,"F"
3,"INDUSTRIAL",87.33,21,67,185,"F"
4,"INDUSTRIAL",86.42,23,102,181,"M"
5,"INDUSTRIAL",86.59,24,68,167,"F"
2,"INDUSTRIAL",85.6,21,90,166,"M"
4,"INDUSTRIAL",83.5,19,76,171,"F"
3,"INDUSTRIAL",85.36,17,68,190,"M"
6,"INDUSTRIAL",95.09,19,74,174,"F"
3,"INDUSTRIAL",84.83,19,73,181,"M"
6,"INDUSTRIAL",88.48,23,76,180,"F"
6,"INDUSTRIAL",90.34,22,92,177,"F"
4,"INDUSTRIAL",84.65,23,85,168,"M"
9,"INDUSTRIAL",83.24,21,85,168,"M"
6,"INDUSTRIAL",87.78,21,81,172,"F"
3,"INDUSTRIAL",77.33,17,79,176,"F"
2,"INDUSTRIAL",91.33,19,78,182,"M"
4,"INDUSTRIAL",86.22,25,77,178,"M"
6,"INDUSTRIAL",83.84,21,73,176,"F"
8,"INDUSTRIAL",88.49,20,75,187,"M"
7,"INDUSTRIAL",78.35,24,82,181,"F"
9,"INDUSTRIAL",86.33,22,76,191,"M"
7,"INDUSTRIAL",80.76,23,78,177,"M"
5,"INDUSTRIAL",79.91,24,58,160,"F"
3,"INDUSTRIAL",85.62,20,77,167,"M"
5,"INDUSTRIAL",86.64,18,75,186,"F"
9,"INDUSTRIAL",83.94,21,83,185,"F"
6,"INDUSTRIAL",81.37,24,80,191,"F"
9,"INDUSTRIAL",83.2,20,57,178,"F"
3,"INDUSTRIAL",89.38,18,74,185,"M"
7,"INDUSTRIAL",86.24,21,56,181,"F"
6,"INDUSTRIAL",92.94,21,75,170,"M"
5,"INDUSTRIAL",84.27,20,81,197,"F"
4,"INDUSTRIAL",87.06,21,89,179,"M"
2,"INDUSTRIAL",95.67,17,71,185,"M"
8,"INDUSTRIAL",80.85,21,65,178,"F"
2,"INDUSTRIAL",89.33,23,70,173,"F"
6,"INDUSTRIAL",85.96,19,73,167,"M"
2,"INDUSTRIAL",86.67,21,92,159,"F"
9,"INDUSTRIAL",83.23,20,91,159,"M"
5,"INDUSTRIAL",83.45,18,98,177,"F"
7,"INDUSTRIAL",83.59,18,86,166,"F"
4,"INDUSTRIAL",90.2,23,76,178,"F"
6,"INDUSTRIAL",91.06,22,78,158,"M"
7,"INDUSTRIAL",83.83,20,87,167,"M"
6,"INDUSTRIAL",86.28,20,76,186,"M"
2,"INDUSTRIAL",95.5,18,57,181,"M"
5,"INDUSTRIAL",81.38,21,85,156,"M"
7,"INDUSTRIAL",86.35,19,83,180,"M"
9,"INDUSTRIAL",83.48,19,77,153,"F"
8,"INDUSTRIAL",94.46,19,76,163,"F"
7,"INDUSTRIAL",82.59,20,67,167,"F"
3,"INDUSTRIAL",84.58,24,66,165,"M"
8,"INDUSTRIAL",81.52,20,72,153,"M"
4,"INDUSTRIAL",81.47,23,76,193,"F"
4,"INDUSTRIAL",91.72,19,82,179,"F"
2,"INDUSTRIAL",92.33,21,81,175,"M"
2,"INDUSTRIAL",94.83,24,75,168,"F"
4,"INDUSTRIAL",87.78,20,78,159,"F"
4,"INDUSTRIAL",87.33,23,75,181,"M"
9,"INDUSTRIAL",83.56,20,78,182,"F"
3,"INDUSTRIAL",94.08,20,69,180,"M"
8,"INDUSTRIAL",86.94,21,78,167,"F"
8,"INDUSTRIAL",85.59,22,72,169,"M"
3,"INDUSTRIAL",88.62,19,90,174,"M"
4,"INDUSTRIAL",87.43,20,75,178,"F"
3,"INDUSTRIAL",89.25,19,81,169,"M"
8,"INDUSTRIAL",89.21,20,53,184,"M"
8,"INDUSTRIAL",81.06,22,84,183,"M"
2,"INDUSTRIAL",88.83,22,76,179,"F"
8,"INDUSTRIAL",86.51,22,94,164,"M"
2,"INDUSTRIAL",100,17,74,171,"F"
6,"INDUSTRIAL",83.24,20,91,181,"M"
4,"INDUSTRIAL",87,21,62,170,"M"
8,"INDUSTRIAL",81.97,18,87,178,"F"
8,"INDUSTRIAL",82.94,23,69,166,"F"
7,"INDUSTRIAL",84.51,20,70,177,"F"
9,"INDUSTRIAL",84.75,20,68,157,"F"
6,"INDUSTRIAL",79.56,17,62,184,"F"
2,"INDUSTRIAL",86.83,19,65,182,"F"
2,"INDUSTRIAL",92.83,17,65,179,"F"
6,"INDUSTRIAL",81.33,19,70,176,"F"
2,"INDUSTRIAL",86.67,21,68,177,"M"
7,"INDUSTRIAL",80.74,21,97,186,"F"
7,"INDUSTRIAL",85.91,17,66,169,"M"
8,"INDUSTRIAL",89.67,22,50,173,"F"
4,"INDUSTRIAL",94.42,23,96,168,"F"
6,"INDUSTRIAL",84.89,24,93,185,"M"
8,"INDUSTRIAL",81.88,22,76,186,"M"
4,"INDUSTRIAL",93.15,19,64,191,"M"
6,"INDUSTRIAL",87.27,22,81,190,"M"
5,"INDUSTRIAL",86.71,23,67,175,"F"
3,"INDUSTRIAL",90.38,20,68,183,"M"
4,"INDUSTRIAL",90.11,26,94,176,"F"
3,"INDUSTRIAL",90.33,20,85,188,"F"
4,"INDUSTRIAL",80.71,21,89,176,"M"
5,"INDUSTRIAL",82.75,23,55,178,"M"
3,"INDUSTRIAL",85,24,66,172,"M"
3,"INDUSTRIAL",87.6,22,92,166,"F"
7,"INDUSTRIAL",82.43,21,66,177,"M"
4,"INDUSTRIAL",90.47,22,82,174,"M"
3,"INDUSTRIAL",85.17,17,69,186,"F"
6,"INDUSTRIAL",89,20,84,152,"F"
4,"INDUSTRIAL",80.42,19,75,158,"F"
4,"INDUSTRIAL",87.28,20,79,180,"F"
7,"INDUSTRIAL",79.92,25,64,179,"F"
5,"INDUSTRIAL",87.79,23,74,181,"F"
8,"INDUSTRIAL",85.71,23,88,168,"F"
2,"INDUSTRIAL",96.5,21,69,190,"M"
7,"INDUSTRIAL",87.65,18,75,174,"M"
8,"INDUSTRIAL",80.79,21,74,167,"M"
4,"INDUSTRIAL",89.05,24,75,175,"M"
7,"INDUSTRIAL",81.5,23,71,178,"F"
2,"INDUSTRIAL",85.75,20,76,178,"M"
2,"INDUSTRIAL",85.8,22,48,172,"F"
5,"INDUSTRIAL",85.16,21,60,183,"M"
5,"INDUSTRIAL",78.71,22,63,173,"F"
4,"INDUSTRIAL",91.61,21,74,173,"M"
5,"INDUSTRIAL",79.54,18,71,171,"F"
6,"INDUSTRIAL",89.48,16,81,155,"F"
3,"INDUSTRIAL",84.67,21,87,166,"F"
4,"INDUSTRIAL",80.46,22,72,170,"M"
4,"INDUSTRIAL",90.28,22,78,187,"M"
7,"INDUSTRIAL",81,19,66,163,"F"
5,"INDUSTRIAL",84.24,18,101,173,"M"
8,"INDUSTRIAL",82.03,20,53,168,"F"
4,"INDUSTRIAL",92.65,23,84,174,"M"
5,"INDUSTRIAL",80.11,19,60,180,"F"
9,"INDUSTRIAL",82.2,18,74,181,"M"
7,"INDUSTRIAL",89.92,24,66,158,"F"
6,"INDUSTRIAL",81.05,23,76,168,"F"
8,"INDUSTRIAL",85.38,19,74,169,"M"
6,"INDUSTRIAL",90.88,18,77,164,"M"
8,"INDUSTRIAL",87.69,22,86,173,"M"
4,"INDUSTRIAL",77.79,23,83,181,"M"
3,"INDUSTRIAL",89.69,18,86,182,"F"
3,"INDUSTRIAL",83.73,20,79,169,"F"
9,"INDUSTRIAL",82,16,76,173,"M"
3,"INDUSTRIAL",88.25,23,77,151,"M"
4,"INDUSTRIAL",88.89,20,76,185,"M"
7,"INDUSTRIAL",88.06,22,89,164,"M"
3,"INDUSTRIAL",91.29,20,87,179,"F"
7,"INDUSTRIAL",79.09,19,96,181,"M"
8,"INDUSTRIAL",84.28,23,68,175,"M"
8,"INDUSTRIAL",90.9,22,85,195,"F"
4,"INDUSTRIAL",83,23,79,164,"M"
5,"INDUSTRIAL",81.67,19,57,172,"F"
7,"INDUSTRIAL",88.19,24,89,167,"M"
8,"INDUSTRIAL",89.05,20,70,169,"F"
3,"INDUSTRIAL",87.17,17,86,163,"F"
7,"INDUSTRIAL",85.61,20,69,189,"M"
5,"INDUSTRIAL",83.32,22,91,164,"M"
6,"INDUSTRIAL",86.9,20,63,168,"F"
8,"INDUSTRIAL",86.57,20,70,180,"M"
8,"INDUSTRIAL",83.49,18,69,148,"M"
2,"INDUSTRIAL",94.5,21,94,159,"M"
9,"INDUSTRIAL",84.41,20,80,191,"M"
7,"INDUSTRIAL",80.74,24,68,160,"F"
4,"INDUSTRIAL",88.64,20,72,167,"F"
5,"INDUSTRIAL",78.9,21,85,185,"F"
8,"INDUSTRIAL",86.02,23,68,172,"F"
6,"INDUSTRIAL",85.3,21,74,176,"F"
4,"INDUSTRIAL",91.06,23,77,176,"M"
3,"INDUSTRIAL",86.42,17,68,169,"F"
9,"INDUSTRIAL",85.03,18,79,181,"F"
5,"INDUSTRIAL",88.26,19,58,173,"M"
5,"INDUSTRIAL",82.76,25,75,183,"M"
4,"INDUSTRIAL",87.44,18,83,176,"F"
6,"INDUSTRIAL",86,21,78,159,"M"
2,"INDUSTRIAL",86.8,22,67,174,"F"
7,"INDUSTRIAL",77.42,25,61,158,"F"
4,"INDUSTRIAL",98.56,22,82,161,"M"
2,"INDUSTRIAL",94,19,82,178,"F"
8,"INDUSTRIAL",92.78,22,69,178,"F"
8,"INDUSTRIAL",86.85,20,85,167,"M"
6,"INDUSTRIAL",90.16,20,69,192,"M"
9,"INDUSTRIAL",82.22,23,80,188,"F"
4,"INDUSTRIAL",91.11,19,94,172,"M"
2,"INDUSTRIAL",89,22,79,181,"F"
6,"INDUSTRIAL",89.88,21,86,162,"M"
2,"INDUSTRIAL",89.17,21,102,185,"F"
7,"INDUSTRIAL",83.33,20,72,181,"F"
3,"INDUSTRIAL",89.67,20,83,177,"F"
5,"INDUSTRIAL",85.75,23,73,182,"M"
8,"INDUSTRIAL",93.35,20,64,193,"M"
6,"INDUSTRIAL",93.38,21,87,180,"M"
5,"INDUSTRIAL",78.18,21,80,159,"M"
5,"INDUSTRIAL",84.25,17,67,186,"F"
2,"INDUSTRIAL",86.33,22,69,179,"F"
9,"INDUSTRIAL",84.48,22,84,166,"M"
8,"INDUSTRIAL",88.23,23,88,199,"M"
4,"INDUSTRIAL",85.21,17,67,175,"M"
9,"INDUSTRIAL",81.64,18,75,168,"M"
9,"INDUSTRIAL",80.7,19,75,172,"M"
5,"INDUSTRIAL",81.9,21,59,180,"F"
5,"INDUSTRIAL",85.86,19,74,169,"M"
3,"INDUSTRIAL",88.75,24,75,181,"F"
3,"INDUSTRIAL",85.64,22,82,160,"F"
7,"INDUSTRIAL",81.2,22,70,163,"M"
2,"INDUSTRIAL",94.5,22,68,165,"F"
7,"INDUSTRIAL",84.67,25,92,177,"M"
3,"INDUSTRIAL",85.91,24,66,166,"F"
6,"INDUSTRIAL",87.21,21,82,173,"F"
9,"INDUSTRIAL",82.84,22,98,168,"F"
8,"INDUSTRIAL",86.19,25,83,183,"M"
3,"INDUSTRIAL",81.3,24,82,184,"M"
6,"INDUSTRIAL",90.13,19,72,150,"F"
4,"INDUSTRIAL",81.14,24,78,147,"M"
7,"INDUSTRIAL",85.78,21,64,177,"M"
3,"INDUSTRIAL",91,23,88,176,"M"
7,"INDUSTRIAL",85.65,20,59,175,"F"
3,"INDUSTRIAL",85.75,17,67,166,"M"
4,"INDUSTRIAL",87.11,21,69,177,"M"
6,"INDUSTRIAL",81.33,18,62,180,"M"
7,"INDUSTRIAL",82.71,19,64,176,"M"
9,"INDUSTRIAL",83.79,21,83,180,"F"
4,"INDUSTRIAL",83.69,24,74,171,"M"
8,"INDUSTRIAL",79.84,21,73,168,"M"
8,"INDUSTRIAL",88.71,19,79,179,"F"
9,"INDUSTRIAL",81.34,21,64,170,"F"
9,"INDUSTRIAL",85.89,20,73,182,"M"
4,"INDUSTRIAL",95.56,21,49,186,"M"
8,"INDUSTRIAL",83.31,20,52,171,"F"
4,"INDUSTRIAL",81.62,19,84,172,"F"
5,"INDUSTRIAL",80.93,22,65,172,"F"
9,"INDUSTRIAL",84.85,21,94,175,"M"
7,"INDUSTRIAL",84.24,22,63,178,"M"
4,"INDUSTRIAL",98,20,75,187,"F"
2,"INDUSTRIAL",89.5,21,97,177,"M"
6,"INDUSTRIAL",95.06,20,82,170,"F"
8,"INDUSTRIAL",88.02,21,97,193,"F"
6,"INDUSTRIAL",81.71,22,91,165,"M"
7,"INDUSTRIAL",86.15,22,64,171,"M"
3,"INDUSTRIAL",89,22,83,179,"F"
2,"INDUSTRIAL",93.67,21,74,168,"M"
5,"INDUSTRIAL",87.24,21,81,173,"F"
2,"INDUSTRIAL",85.17,19,65,184,"M"
5,"INDUSTRIAL",89.58,20,62,173,"F"
3,"INDUSTRIAL",84.17,16,67,166,"F"
4,"INDUSTRIAL",88.5,21,64,172,"F"
5,"INDUSTRIAL",89.52,20,66,179,"F"
4,"INDUSTRIAL",89.94,20,76,186,"M"
8,"INDUSTRIAL",84.38,25,78,180,"M"
8,"INDUSTRIAL",83.41,22,69,171,"F"
8,"INDUSTRIAL",79.68,21,60,154,"M"
9,"INDUSTRIAL",81.45,21,82,185,"F"
4,"INDUSTRIAL",92.28,20,81,162,"M"
4,"INDUSTRIAL",90.26,20,67,185,"F"
3,"INDUSTRIAL",86.45,19,82,166,"F"
2,"INDUSTRIAL",89.83,21,71,171,"F"
7,"INDUSTRIAL",85.58,23,57,172,"M"
7,"INDUSTRIAL",82.35,19,79,169,"F"
6,"INDUSTRIAL",88.72,24,75,171,"F"
2,"INDUSTRIAL",89.67,20,65,172,"M"
5,"INDUSTRIAL",81.09,24,70,172,"M"
3,"INDUSTRIAL",93.33,18,71,161,"F"
4,"INDUSTRIAL",85.87,16,77,176,"M"
7,"INDUSTRIAL",86.54,24,79,175,"F"
4,"INDUSTRIAL",85.89,25,88,171,"M"
8,"INDUSTRIAL",80.94,23,90,167,"M"
8,"INDUSTRIAL",87.65,22,61,158,"M"
2,"INDUSTRIAL",93.5,24,73,170,"F"
9,"INDUSTRIAL",88.79,19,76,184,"M"
9,"INDUSTRIAL",80.28,23,91,180,"M"
2,"INDUSTRIAL",92.83,25,76,172,"M"
7,"INDUSTRIAL",83.94,20,93,178,"M"
8,"INDUSTRIAL",88.6,22,89,189,"M"
5,"INDUSTRIAL",81.77,24,59,185,"M"
5,"INDUSTRIAL",82.52,23,86,167,"F"
3,"INDUSTRIAL",93.25,21,91,169,"M"
3,"INDUSTRIAL",89.17,20,82,183,"F"
4,"INDUSTRIAL",92.1,21,70,160,"M"
2,"INDUSTRIAL",95.67,22,71,166,"M"
10,"INDUSTRIAL",86.88,19,72,173,"F"
9,"INDUSTRIAL",83.77,22,69,169,"F"
4,"INDUSTRIAL",85.5,21,66,162,"F"
2,"INDUSTRIAL",90.83,21,94,183,"F"
4,"INDUSTRIAL",85,23,69,163,"F"
5,"INDUSTRIAL",90,22,63,177,"F"
3,"INDUSTRIAL",85.64,22,94,176,"F"
4,"INDUSTRIAL",88.71,24,84,176,"F"
6,"INDUSTRIAL",84.57,18,91,163,"F"
7,"INDUSTRIAL",81.43,23,54,179,"F"
7,"INDUSTRIAL",85.21,21,70,179,"M"
9,"INDUSTRIAL",82.23,19,87,172,"M"
9,"INDUSTRIAL",80.02,18,94,181,"F"
4,"INDUSTRIAL",91.53,21,81,180,"F"
4,"INDUSTRIAL",87.47,23,95,173,"F"
8,"INDUSTRIAL",85.3,23,77,183,"F"
2,"INDUSTRIAL",88.67,22,83,193,"F"
8,"INDUSTRIAL",86.52,20,62,172,"F"
8,"INDUSTRIAL",82.87,22,74,182,"M"
7,"INDUSTRIAL",85.74,21,85,167,"M"
6,"INDUSTRIAL",85.81,19,74,170,"F"
8,"INDUSTRIAL",88.7,22,63,170,"F"
6,"INDUSTRIAL",92.41,25,85,164,"M"
4,"INDUSTRIAL",91.83,22,92,181,"M"
8,"INDUSTRIAL",87.12,19,78,171,"M"
3,"INDUSTRIAL",86.33,18,75,187,"F"
6,"INDUSTRIAL",87.83,21,70,188,"F"
2,"INDUSTRIAL",89.17,22,75,172,"F"
4,"INDUSTRIAL",89.68,22,59,179,"F"
6,"INDUSTRIAL",89.94,20,88,181,"M"
2,"INDUSTRIAL",90.67,21,63,184,"F"
7,"INDUSTRIAL",85.94,24,65,169,"F"
4,"INDUSTRIAL",88.89,19,71,183,"M"
7,"INDUSTRIAL",82.94,22,91,176,"M"
8,"INDUSTRIAL",87.49,24,79,171,"M"
4,"INDUSTRIAL",79.82,18,107,177,"M"
8,"INDUSTRIAL",94.69,22,84,171,"M"
7,"INDUSTRIAL",80.65,23,89,182,"F"
7,"INDUSTRIAL",79.82,22,72,178,"M"
4,"INDUSTRIAL",84.5,23,82,189,"M"
7,"INDUSTRIAL",80.81,21,87,189,"F"
6,"INDUSTRIAL",85.79,19,77,170,"F"
9,"INDUSTRIAL",81.72,27,87,174,"M"
8,"INDUSTRIAL",84.63,21,91,173,"M"
4,"INDUSTRIAL",93.63,20,72,178,"M"
9,"INDUSTRIAL",79.75,20,92,168,"M"
6,"INDUSTRIAL",80.26,19,74,186,"F"
7,"INDUSTRIAL",80.15,24,64,173,"M"
2,"INDUSTRIAL",95,18,72,162,"M"
2,"INDUSTRIAL",94.17,22,83,169,"F"
5,"INDUSTRIAL",81.7,22,72,163,"F"
6,"INDUSTRIAL",82.91,20,79,187,"F"
7,"INDUSTRIAL",80.03,23,76,193,"M"
5,"INDUSTRIAL",86.24,26,59,178,"M"
7,"INDUSTRIAL",84.03,21,85,171,"F"
9,"INDUSTRIAL",82.95,21,64,181,"F"
4,"INDUSTRIAL",94.94,25,63,177,"M"
8,"INDUSTRIAL",84.88,20,76,165,"M"
7,"INDUSTRIAL",83.52,21,84,179,"M"
8,"INDUSTRIAL",85.74,21,63,167,"F"
7,"INDUSTRIAL",82.96,23,69,184,"M"
2,"INDUSTRIAL",89.83,23,80,181,"M"
7,"INDUSTRIAL",84.03,26,84,165,"M"
8,"INDUSTRIAL",82.48,21,79,197,"F"
3,"INDUSTRIAL",87.08,21,62,190,"F"
2,"INDUSTRIAL",87,24,53,179,"F"
9,"INDUSTRIAL",80.96,22,73,196,"M"
5,"INDUSTRIAL",81.72,23,76,181,"F"
8,"INDUSTRIAL",90.16,23,92,196,"F"
7,"INDUSTRIAL",83.76,21,83,182,"F"
7,"INDUSTRIAL",84.5,23,80,181,"F"
6,"INDUSTRIAL",86.47,21,57,177,"F"
3,"INDUSTRIAL",84,20,85,157,"M"
2,"INDUSTRIAL",92.67,21,62,179,"F"
6,"INDUSTRIAL",87.17,22,83,169,"M"
3,"INDUSTRIAL",83.55,18,82,185,"F"
9,"INDUSTRIAL",84.06,21,71,190,"F"
8,"INDUSTRIAL",88.85,18,63,175,"F"
7,"INDUSTRIAL",83.91,22,75,171,"M"
9,"INDUSTRIAL",82.17,19,67,161,"M"
3,"INDUSTRIAL",88.25,17,67,155,"M"
3,"INDUSTRIAL",79,18,69,171,"M"
9,"INDUSTRIAL",81.65,16,85,167,"M"
4,"INDUSTRIAL",86.53,23,64,177,"F"
5,"INDUSTRIAL",86,20,74,199,"F"
5,"INDUSTRIAL",84.19,20,85,191,"F"
4,"INDUSTRIAL",82.67,20,97,150,"F"
2,"INDUSTRIAL",86.33,23,66,173,"M"
3,"INDUSTRIAL",91.3,22,76,185,"F"
6,"INDUSTRIAL",87.58,19,72,165,"M"
2,"INDUSTRIAL",88.67,19,67,178,"F"
6,"INDUSTRIAL",80.88,24,60,175,"M"
6,"INDUSTRIAL",89.71,23,76,181,"M"
5,"INDUSTRIAL",84.14,19,81,167,"F"
5,"INDUSTRIAL",78,18,83,175,"M"
9,"INDUSTRIAL",82.26,22,72,181,"F"
9,"INDUSTRIAL",81.33,21,61,160,"F"
2,"INDUSTRIAL",90.67,23,87,180,"F"
5,"INDUSTRIAL",79.44,19,59,179,"F"
3,"INDUSTRIAL",85.33,23,94,179,"M"
2,"INDUSTRIAL",91.33,22,62,162,"F"
7,"INDUSTRIAL",82.64,17,77,181,"M"
7,"INDUSTRIAL",82.26,22,75,182,"M"
